login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
JavierCane,JavierCane/OpenGL-Introduction,2013-06-22T09:53:01Z,0,0,C++,True,False,
JavierCane,JavierCane/prisma,2022-05-24T14:56:46Z,0,0,,True,False,Apache License 2.0
JavierCane,JavierCane/scala-steward-repos,2024-06-21T16:23:06Z,0,0,,True,True,
JavierCane,JavierCane/SIFORK,2013-07-05T06:08:08Z,0,0,PHP,True,True,Other
JavierCane,JavierCane/Software-Craftsmanship-Barcelona-2014,2014-10-29T00:00:33Z,5,5,,True,True,
JavierCane,JavierCane/UniPlex,2014-05-15T07:10:57Z,0,0,Java,True,False,
hecrj,hecrj/advent_of_code,2021-12-03T11:22:26Z,2,2,Haskell,True,True,
hecrj,hecrj/ale,2018-05-11T12:24:21Z,1,1,Vim script,True,True,"BSD 2-Clause ""Simplified"" License"
hecrj,hecrj/alg,2014-04-16T00:23:34Z,1,1,C++,True,True,
hecrj,hecrj/asl,2014-04-07T17:23:10Z,0,0,TeX,True,True,
hecrj,hecrj/bola-de-drac,2012-12-21T16:57:53Z,0,0,C++,True,True,
hecrj,hecrj/c,2015-09-26T14:47:26Z,0,0,Ruby,True,True,
hecrj,hecrj/cairo,2019-12-02T03:42:08Z,0,0,Rust,True,True,MIT License
hecrj,hecrj/cargo-bundle,2024-09-23T17:54:19Z,1,1,Rust,True,True,Other
hecrj,hecrj/Chatto,2017-01-16T04:11:30Z,0,0,Swift,True,True,MIT License
hecrj,hecrj/coffee,2019-04-02T18:55:55Z,1080,1080,Rust,True,True,MIT License
hecrj,hecrj/composable-form,2018-04-13T21:52:27Z,200,200,Elm,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
hecrj,hecrj/cosmic-text,2022-12-09T23:03:23Z,1,1,Rust,True,True,Apache License 2.0
hecrj,hecrj/docker-event_store,2015-04-05T20:30:11Z,0,0,Shell,True,True,
hecrj,hecrj/download-release-action,2020-08-11T23:15:04Z,5,5,TypeScript,True,True,MIT License
hecrj,hecrj/eda,2013-01-25T22:13:55Z,1,1,C++,True,True,
hecrj,hecrj/elm-slug,2017-07-01T18:44:35Z,10,10,Elm,True,True,MIT License
hecrj,hecrj/elm-vim,2018-05-15T22:27:08Z,0,0,Vim script,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
hecrj,hecrj/elm-webpack-loader,2018-08-22T03:24:54Z,0,0,JavaScript,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
hecrj,hecrj/estore,2015-03-31T17:57:48Z,1,1,Ruby,True,True,MIT License
hecrj,hecrj/etagere,2023-06-15T14:01:59Z,0,0,,True,True,Other
hecrj,hecrj/fast,2014-03-06T13:24:12Z,3,3,Python,True,True,MIT License
hecrj,hecrj/find-elm-dependencies,2018-08-23T17:28:47Z,0,0,JavaScript,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
hecrj,hecrj/geshi,2012-09-03T15:04:04Z,0,0,PHP,True,True,
hecrj,hecrj/gfx,2019-06-27T22:03:46Z,0,0,Rust,True,True,Apache License 2.0
hecrj,hecrj/ggez,2019-03-27T06:35:37Z,1,1,Rust,True,True,MIT License
hecrj,hecrj/glow_glyph,2020-05-19T12:15:59Z,13,13,Rust,True,True,
hecrj,hecrj/glyph-brush,2019-04-27T15:34:52Z,0,0,Rust,True,True,Apache License 2.0
hecrj,hecrj/glyphon,2023-01-31T04:02:20Z,1,1,Rust,True,True,
hecrj,hecrj/GMStepper,2017-02-03T22:17:09Z,0,0,Swift,True,True,MIT License
hecrj,hecrj/guillotiere,2020-01-18T21:36:55Z,0,0,Rust,True,True,MIT License
jagenjo,jagenjo/Canvas2DtoWebGL,2014-09-26T10:37:54Z,321,321,JavaScript,True,True,MIT License
jagenjo,jagenjo/collada.js,2014-10-10T00:43:37Z,48,48,JavaScript,True,True,MIT License
jagenjo,jagenjo/evac3d,2022-09-11T18:17:02Z,4,4,HTML,True,True,
jagenjo,jagenjo/game2d_2019,2019-04-12T14:23:37Z,5,5,C++,True,True,GNU Lesser General Public License v3.0
jagenjo,jagenjo/gameshouse,2018-07-01T20:36:35Z,5,5,JavaScript,True,True,MIT License
jagenjo,jagenjo/ggj18,2018-01-26T21:08:19Z,0,0,JavaScript,True,True,
jagenjo,jagenjo/GGJ22,2022-01-29T09:53:50Z,0,0,JavaScript,True,True,MIT License
jagenjo,jagenjo/glui.js,2021-04-21T15:00:35Z,11,11,JavaScript,True,True,MIT License
jagenjo,jagenjo/GTR_Framework,2020-04-27T14:10:23Z,47,47,C,True,True,MIT License
jagenjo,jagenjo/hackaton24,2024-01-03T09:01:09Z,0,0,JavaScript,True,True,
jagenjo,jagenjo/htmlcubemap,2021-09-21T07:54:40Z,10,10,JavaScript,True,True,MIT License
jagenjo,jagenjo/js13k2023,2023-09-06T09:25:51Z,0,0,HTML,True,True,MIT License
jagenjo,jagenjo/JS13K2024,2024-09-11T17:09:18Z,0,0,HTML,True,True,MIT License
jagenjo,jagenjo/jstoolbits,2022-07-09T11:52:40Z,4,4,JavaScript,True,True,
jagenjo,jagenjo/litefilesystem.js,2015-02-05T20:35:39Z,147,147,PHP,True,True,MIT License
jagenjo,jagenjo/litegl.js,2013-09-20T11:13:49Z,362,362,JavaScript,True,True,Other
jagenjo,jagenjo/litegraph.js,2013-09-26T17:39:05Z,6745,6745,JavaScript,True,True,MIT License
jagenjo,jagenjo/litegraph_native,2020-02-20T19:15:09Z,14,14,C,True,True,MIT License
jagenjo,jagenjo/litegui.js,2013-10-11T17:14:27Z,187,187,JavaScript,True,True,MIT License
jagenjo,jagenjo/liteos.js,2013-10-29T21:33:34Z,8,8,PHP,True,True,
jagenjo,jagenjo/litepixel.js,2014-06-25T07:35:22Z,14,14,JavaScript,True,True,MIT License
jagenjo,jagenjo/litescene.js,2013-09-26T15:57:10Z,367,367,JavaScript,True,True,MIT License
jagenjo,jagenjo/miniengine,2014-12-09T16:25:51Z,8,8,C,True,True,
jagenjo,jagenjo/Oimo.js,2017-05-20T08:34:43Z,5,5,JavaScript,True,True,MIT License
jagenjo,jagenjo/playnote,2020-03-15T19:10:32Z,0,0,JavaScript,True,True,MIT License
jagenjo,jagenjo/raylib,2022-11-10T10:41:15Z,1,1,,True,True,zlib License
jagenjo,jagenjo/rendeer.js,2014-09-25T16:06:29Z,88,88,JavaScript,True,True,MIT License
jagenjo,jagenjo/sidviz,2018-03-16T10:12:28Z,12,12,JavaScript,True,True,MIT License
jagenjo,jagenjo/SillyServer.js,2015-04-22T16:27:27Z,21,21,JavaScript,True,True,
jagenjo,jagenjo/synthberry,2019-02-23T21:37:47Z,0,0,C++,True,True,MIT License
humitos,humitos/accessibility,2022-08-17T08:59:37Z,0,0,,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
humitos,humitos/amari.py,2021-11-25T14:52:03Z,0,0,,True,True,MIT License
humitos,humitos/argentinaenpython.com,2015-03-26T19:08:31Z,12,12,Python,True,True,GNU General Public License v2.0
humitos,humitos/arviz,2022-08-10T10:31:54Z,0,0,,True,True,Apache License 2.0
humitos,humitos/ballsgame,2016-01-31T04:40:30Z,0,0,Python,True,True,GNU General Public License v3.0
humitos,humitos/bestodon,2023-01-17T13:07:32Z,0,0,,True,False,GNU General Public License v3.0
humitos,humitos/blog,2013-09-07T16:03:55Z,2,2,Python,True,True,Other
humitos,humitos/bokeh,2019-07-24T09:47:02Z,0,0,Python,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
humitos,humitos/bts-mbds-python-support-classes,2019-01-08T07:38:03Z,0,0,Jupyter Notebook,True,True,Other
humitos,humitos/buftra.el,2017-05-27T20:32:11Z,2,2,Emacs Lisp,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
humitos,humitos/bus-stopped,2011-03-03T17:34:28Z,1,1,Python,True,True,
humitos,humitos/ciensonrisas,2012-07-02T23:50:05Z,1,1,Python,True,True,
humitos,humitos/circulandocirco,2012-02-08T17:06:52Z,1,1,,True,True,
humitos,humitos/cpython,2022-10-31T19:07:42Z,0,0,Python,True,False,Other
humitos,humitos/d2l-book,2022-08-29T16:43:35Z,0,0,,True,True,Apache License 2.0
humitos,humitos/data-varita,2014-05-03T03:11:46Z,0,0,Python,True,True,
humitos,humitos/datasette,2022-08-10T10:30:25Z,0,0,,True,True,Apache License 2.0
humitos,humitos/disnake,2022-06-28T13:34:01Z,0,0,,True,False,MIT License
humitos,humitos/django-frontapp,2020-03-05T23:14:29Z,0,0,,True,True,MIT License
humitos,humitos/django-textclassifier,2018-12-26T11:31:42Z,0,0,Python,True,True,
humitos,humitos/docformatter,2016-07-16T18:04:22Z,1,1,Python,True,False,
humitos,humitos/docker-workshop,2017-11-26T00:40:16Z,2,2,Shell,True,True,
humitos,humitos/docs,2020-10-01T13:57:10Z,0,0,,True,True,
humitos,humitos/dotfiles,2010-04-23T22:04:18Z,2,2,Python,True,True,
humitos,humitos/downcamp,2014-05-26T00:18:41Z,0,0,,True,True,GNU General Public License v2.0
humitos,humitos/emacs-configuration,2011-09-27T22:58:00Z,25,25,Emacs Lisp,True,True,
humitos,humitos/emacs-x11-alpine,2017-01-29T00:16:07Z,3,3,,True,True,GNU General Public License v3.0
humitos,humitos/flickr-bulk-uploader,2012-02-17T23:01:19Z,13,13,Python,True,True,
humitos,humitos/furo,2021-09-29T15:25:03Z,0,0,Sass,True,False,MIT License
humitos,humitos/garmin-osm,2016-01-15T21:35:22Z,0,0,Shell,True,True,GNU General Public License v3.0
alexfarrerodev,alexfarrerodev/alexfarrerodev,2024-10-03T21:45:57Z,5,5,,True,True,
alexfarrerodev,alexfarrerodev/m08merging,2024-09-27T18:14:31Z,2,2,Java,True,True,
alexfarrerodev,alexfarrerodev/script-builder,2024-10-07T17:29:45Z,4,4,TypeScript,True,True,
alexfarrerodev,alexfarrerodev/script_maker-trashed,2024-10-04T22:47:26Z,3,3,JavaScript,True,False,
alexfarrerodev,alexfarrerodev/SlotMachine,2024-06-19T12:16:17Z,6,6,Python,True,True,
JoelGMSec,JoelGMSec/AutoRDPwn,2018-07-29T08:22:20Z,1083,1083,PowerShell,True,True,GNU General Public License v3.0
JoelGMSec,JoelGMSec/AzureGraph,2022-11-30T18:14:26Z,80,80,PowerShell,True,True,GNU General Public License v3.0
JoelGMSec,JoelGMSec/Cloudtopolis,2020-06-16T08:49:39Z,391,391,PowerShell,True,True,GNU General Public License v3.0
JoelGMSec,JoelGMSec/Darkbyte,2018-03-17T11:18:38Z,49,49,C,True,True,GNU General Public License v3.0
JoelGMSec,JoelGMSec/Evil-IRC,2023-07-05T11:45:41Z,4,4,Perl,True,False,GNU General Public License v3.0
JoelGMSec,JoelGMSec/EvilnoVNC,2022-09-04T10:48:49Z,849,849,JavaScript,True,True,GNU General Public License v3.0
JoelGMSec,JoelGMSec/FakeDataGen,2021-11-20T08:30:15Z,91,91,Python,True,True,GNU General Public License v3.0
JoelGMSec,JoelGMSec/hacktricks,2023-03-12T13:01:19Z,11,11,,True,True,Other
JoelGMSec,JoelGMSec/HTTP-Shell,2023-09-05T12:01:17Z,228,228,PowerShell,True,False,GNU General Public License v3.0
JoelGMSec,JoelGMSec/Invoke-DNSteal,2021-06-24T11:03:09Z,106,106,PowerShell,True,True,GNU General Public License v3.0
JoelGMSec,JoelGMSec/Invoke-Stealth,2021-04-13T10:22:05Z,450,450,PowerShell,True,True,GNU General Public License v3.0
JoelGMSec,JoelGMSec/Invoke-Transfer,2023-02-01T17:06:47Z,67,67,PowerShell,True,True,GNU General Public License v3.0
JoelGMSec,JoelGMSec/JoelGMSec,2021-01-05T18:14:30Z,4,4,,True,True,
JoelGMSec,JoelGMSec/Kitsune,2024-06-07T15:30:53Z,47,47,Python,True,False,GNU General Public License v3.0
JoelGMSec,JoelGMSec/LeakSearch,2024-02-01T10:12:35Z,285,285,Python,True,False,GNU General Public License v3.0
JoelGMSec,JoelGMSec/MyTalks,2020-07-26T15:46:58Z,25,25,,True,True,Other
JoelGMSec,JoelGMSec/PowerGram,2022-05-20T10:14:21Z,47,47,PowerShell,True,True,GNU General Public License v3.0
JoelGMSec,JoelGMSec/PSAsyncShell,2022-07-19T15:38:34Z,151,151,PowerShell,True,True,GNU General Public License v3.0
JoelGMSec,JoelGMSec/PSRansom,2022-02-27T11:52:03Z,463,463,PowerShell,True,True,GNU General Public License v3.0
JoelGMSec,JoelGMSec/PyShell,2021-10-19T07:49:17Z,293,293,Python,True,True,GNU General Public License v3.0
JoelGMSec,JoelGMSec/Thunderstorm,2023-03-01T09:44:07Z,61,61,Python,True,True,GNU General Public License v3.0
carmenansio,carmenansio/a-picture-is-worth-a-1000-words,2022-09-07T09:44:53Z,0,0,,True,True,Creative Commons Attribution Share Alike 4.0 International
carmenansio,carmenansio/ada,2016-05-02T15:35:16Z,0,0,JavaScript,True,True,
carmenansio,carmenansio/AdaLovers,2022-10-25T20:04:59Z,0,0,HTML,True,True,MIT License
carmenansio,carmenansio/adalovers-material,2022-10-25T21:18:07Z,1,1,,True,True,
carmenansio,carmenansio/AdaLoversConf22,2022-09-13T22:43:25Z,15,15,HTML,True,True,MIT License
carmenansio,carmenansio/almanac.httparchive.org,2024-04-22T10:46:51Z,1,1,,True,True,Apache License 2.0
carmenansio,carmenansio/aseprite,2020-08-09T09:27:24Z,0,0,,True,False,
carmenansio,carmenansio/astro-docs-template,2024-08-19T17:57:52Z,0,0,,True,True,MIT License
carmenansio,carmenansio/astro-openprops,2023-09-06T07:11:17Z,0,0,Astro,True,True,
carmenansio,carmenansio/astro-theme,2023-10-06T20:49:12Z,1,1,,True,True,MIT License
carmenansio,carmenansio/awesome-css,2019-04-06T19:07:11Z,0,0,,True,False,Creative Commons Attribution Share Alike 4.0 International
carmenansio,carmenansio/awesome-css-learning,2022-02-25T21:16:57Z,0,0,,True,False,Other
carmenansio,carmenansio/awesome-design-system,2020-04-26T11:15:18Z,0,0,,True,True,
carmenansio,carmenansio/awesome-lottie,2024-07-01T06:54:32Z,0,0,,True,True,
carmenansio,carmenansio/awesome-storyblok,2023-01-16T09:12:21Z,0,0,,True,True,Creative Commons Zero v1.0 Universal
carmenansio,carmenansio/bilbostack2018-canvas,2017-11-27T11:09:15Z,19,19,,True,True,
carmenansio,carmenansio/blade,2021-12-23T09:55:55Z,0,0,,True,False,MIT License
carmenansio,carmenansio/bookmarks,2021-12-12T14:59:40Z,172,172,,True,True,MIT License
carmenansio,carmenansio/canvas-lo-loco,2021-04-20T10:32:50Z,0,0,HTML,True,True,
carmenansio,carmenansio/carmenansio,2021-12-12T11:45:37Z,7,7,,True,True,
carmenansio,carmenansio/cassie-avatar,2023-11-12T21:05:54Z,0,0,,True,True,
carmenansio,carmenansio/CKgrafico,2019-11-07T12:32:32Z,0,0,,True,True,
carmenansio,carmenansio/codigo-facilito-taller,2024-04-09T23:01:09Z,3,3,CSS,True,True,
carmenansio,carmenansio/cosmos,2023-07-23T18:01:36Z,0,0,Astro,True,True,GNU General Public License v3.0
carmenansio,carmenansio/creatus-dominus,2021-04-20T10:50:48Z,0,0,HTML,True,True,
carmenansio,carmenansio/CromoPokemonScroll,2024-08-17T08:26:22Z,0,0,,True,True,MIT License
carmenansio,carmenansio/css-amagat-barcelona,2022-10-19T10:47:02Z,0,0,HTML,True,True,
carmenansio,carmenansio/css-architectures,2021-04-20T10:58:42Z,0,0,HTML,True,True,
carmenansio,carmenansio/css-docs,2023-10-06T12:10:15Z,3,3,,True,True,GNU General Public License v3.0
carmenansio,carmenansio/csszengarden.com,2024-04-11T19:56:55Z,0,0,,True,True,Other
oleganza,oleganza/amanda,2009-02-12T22:05:35Z,6,6,,True,True,
oleganza,oleganza/ampoule,2009-10-29T17:40:30Z,17,17,Ruby,True,True,
oleganza,oleganza/autogit,2009-01-29T14:24:14Z,21,21,Ruby,True,True,
oleganza,oleganza/bash-settings,2009-01-20T15:02:47Z,43,43,Shell,True,True,
oleganza,oleganza/bips,2014-02-04T22:38:32Z,8,8,Protocol Buffer,True,False,
oleganza,oleganza/bitcoin,2013-03-14T17:55:47Z,1,1,TypeScript,True,False,MIT License
oleganza,oleganza/bitcoin-duo,2015-08-20T14:12:51Z,12,12,C++,True,True,MIT License
oleganza,oleganza/bitcoin-papers,2015-02-10T11:13:29Z,172,172,,True,True,
oleganza,oleganza/bitcoin-ruby,2013-07-17T05:44:55Z,1,1,Ruby,True,True,Other
oleganza,oleganza/bitcore-ecies,2015-03-29T08:48:29Z,1,1,JavaScript,True,True,MIT License
oleganza,oleganza/Bitpost,2014-07-29T06:03:36Z,1,1,Objective-C,True,True,
oleganza,oleganza/blindsignaturedemo,2014-06-14T23:03:41Z,15,15,C,True,True,
oleganza,oleganza/blockchain.info,2013-04-07T19:58:54Z,1,1,JavaScript,True,True,
oleganza,oleganza/btcd,2015-03-31T10:00:45Z,3,3,Go,True,True,ISC License
oleganza,oleganza/BTCPrice,2013-03-01T11:52:48Z,2,2,Objective-C,True,True,
oleganza,oleganza/btcruby,2015-06-08T21:54:23Z,72,72,Ruby,True,True,MIT License
oleganza,oleganza/BTCScrypt,2014-08-26T06:15:43Z,1,1,C,True,True,
oleganza,oleganza/businesstxt,2012-08-27T11:09:07Z,1,1,,True,False,
oleganza,oleganza/canabalt-ios,2010-12-31T16:45:04Z,2,2,Objective-C,True,True,Other
oleganza,oleganza/cocoafob,2012-01-02T09:44:23Z,1,1,Objective-C,True,True,
oleganza,oleganza/Coder,2010-10-10T18:27:38Z,4,4,Ruby,True,True,
oleganza,oleganza/CoreBitcoin,2013-08-10T21:56:28Z,719,719,C,True,True,Do What The F*ck You Want To Public License
oleganza,oleganza/curve25519-dalek,2018-03-29T00:18:24Z,5,5,Rust,True,False,Other
oleganza,oleganza/declarations,2008-09-11T20:14:55Z,4,4,Ruby,True,True,MIT License
oleganza,oleganza/dm-core,2008-11-17T01:42:23Z,2,2,Ruby,True,True,MIT License
oleganza,oleganza/else.ruby,2008-08-14T11:36:57Z,2,2,Ruby,True,True,
oleganza,oleganza/emrpc,2008-08-17T19:13:09Z,30,30,Ruby,True,True,MIT License
oleganza,oleganza/facebook-ios-sdk,2014-02-07T09:56:24Z,1,1,Objective-C,True,False,Apache License 2.0
oleganza,oleganza/fullmapper,2008-11-27T01:22:17Z,5,5,Ruby,True,True,
oleganza,oleganza/func-course,2023-02-01T10:15:14Z,1,1,,True,True,
